id	name	birth_date	sex	mother_name
ID_noise_000485	ARIVONALDO SOUSA ALVIM	1975-01-24	M	GLESSI MARINHO SOUSA
ID_noise_000687	CAROLONE CURADO MARTINS	1919-04-10	M	VALDICLECIA MORGADO CURADO
ID_noise_000981	FRANCERLI VASCONCELOS ASSIS	1933-09-18	M	CREODETE XIMENES VASCONCELOS
ID_L_008138	GILMAICON GALVAO FIGUEIROA	1980-08-14	M	GILSILEIA MENDES GALVAO
ID_L_009892	FRANCILAINE MONTEIRO ESTEVES	1908-08-05	F	RIANDRA JAQUES MONTEIRO
ID_noise_000318	MIRIANI SOUSA MORGADO	1907-01-08	F	ZORAILDES ARAUJO SOUSA
ID_L_006579	NERCIDES RIBEIRO CARDOSO	1999-03-12	M	LAWANY FOGACA RIBEIRO
ID_L_009067	DENIVON FERRARI JESUS CARDOSO	2008-05-02	M	CLAUSIANE VIDAL SOUSA JESUS
ID_L_002434	CLAUDICI BARROS MARINHO	1928-05-28	M	ENARIA AGUIAR BARROS
ID_noise_000049	CLAUDIVON GONCALVES GOMES	1909-11-10	M	VERALUCE NEVES GONCALVES
ID_L_009429	GLAUDIANA GOMES DIAS	1975-02-23	F	LINDEJANE ALVES GOMES
ID_noise_000029	EUNILCE PEREIRA GOMES FIGUEIREDO	1908-12-01	F	IDAVINA RAMOS GOMES
ID_L_004816	TRANQUEDO SOUSA SALAZAR	2002-12-02	M	LECTICIA CAVALCANTE SOUSA
ID_noise_000116	AZANIAS TEIXEIRA MODESTO	1950-07-18	M	JULINEIA COSTA TEIXEIRA
ID_noise_000797	ALVICIO SOUSA HILARIO	1911-06-18	M	ERONILZA HIPOLITO SOUSA
ID_L_000310	VALDICELIA RAMOS	1934-06-23	F	LAVINI GUEDES RAMOS
ID_L_005924	JOICIEL SOUSA ANTUNES DA CUNHA	2003-12-18	M	MINA VARGAS FOGACA ANTUNES
ID_L_003893	CLARIS FIGUEIREDO SOUZA	1908-11-22	F	LAUDES MACHADO FIGUEIREDO
ID_L_006868	KELRILENE PARAISO CONCEICAO	1908-04-07	F	OZANILDA CORDOBA PARAISO
ID_noise_000437	JEMERSON CARVALHO SILVA TAVEIRA	1953-06-10	M	BELANICE ESCOBAR RAMIRES SILVA
ID_noise_000676	ALDRA PORTELA SOUZA	1936-08-06	F	CRISELDA OURIQUE PORTELA
ID_noise_000582	DJONATAS SALGADO AZAMBUJA	1952-09-10	M	CARMELUCIA VIDAL SALGADO
ID_L_007726	CLEMENCE TAVARES HIPOLITO	1902-05-12	F	JORMINDA NOBREGA TAVARES
ID_L_003564	BETANIEL CAMACHO DA ROSA	1900-10-01	M	CLEIDINEA MELLO CAMACHO
ID_L_002858	IVALCI HERNANDES VILELA	1967-10-06	M	ELZILDA GOMES HERNANDES
ID_L_008872	JOSIELLY BRITES MORAIS	1943-09-05	F	JODELE GOUVEIA BRITES
ID_noise_000784	DAMARO VIEIRA CARDOSO	1934-02-05	M	ELISAGELA FURTADO VIEIRA
ID_L_004335	PELAGIA RIBEIRO ANDRADE SILVA	1952-11-04	F	PRISCILIANE ARAGAO LOPES ANDRADE
ID_L_004411	ALTERVIR PEIXOTO REBELO	1991-11-19	M	LUCILIANA NOBREGA PEIXOTO
ID_L_009832	OSEAS FIGUEIREDO ALBUQUERQUE	1914-04-08	M	ALMITA QUARTEIRA FIGUEIREDO
ID_noise_000642	ABSALAO SOUZA SILVA	1973-10-05	M	CRISLLANY PAIVA SOUZA
ID_noise_000711	IDAN MOREIRA CAVALCANTE	1920-01-20	M	AMILTES SOUSA MOREIRA
ID_noise_000845	ARIDELSO VIANA VARELA	1982-04-03	M	ZACLIS CAMACHO VIANA
ID_noise_000605	ALDAMIR COUTINHO AZAMBUJA ZANETTE	1919-06-16	M	EDIRENE FIGUEIREDO VARELA AZAMBUJA
ID_L_003560	VERAILTON PERES MARQUES FERRARI	1929-01-04	M	CONCENI SILVA SOUZA MARQUES
ID_L_007586	SABURO VIEIRA SANCHES	1991-01-01	M	EXCELSA GONZAGA VIEIRA
ID_noise_000660	EUDALIA TAVEIRA TRINDADE	1958-01-18	F	ALDEMIRIA QUARESMA TAVEIRA
ID_L_007703	ADEMARO CAMILO OLIVEIRA	2017-06-15	M	EUNIVIA SALGUEIRO CAMILO
ID_noise_000035	ROSENIAS AGOSTINHO TEIXEIRA	1968-06-24	M	JUMIRA ALEGRIA AGOSTINHO
ID_L_002809	ESTEANE SALGUEIRO PERALTA	1977-04-25	F	AMANI MARQUES SALGUEIRO
ID_L_005067	RILDON AVILA ALVIM	1996-04-23	M	ADRIA CAMPOS AVILA
ID_noise_000113	OSMILTON FREITAS RAMOS	1909-06-20	M	MICHELA PORTELA FREITAS
ID_L_004808	ARIANETE FRUTUOSO MAGALHAES	1908-10-03	F	GLACIMARA MELLO FRUTUOSO
ID_noise_000386	DEIVEDE MOURA TELES	1925-08-07	M	NILDELIA PEREIRA MOURA
ID_noise_000419	ARIMATE MEIRELES BOAVENTURA	1948-12-21	M	KEITTY MEIRELES
ID_L_004102	DAIMO JORDAO SOUSA FERNANDES	1911-04-10	M	ARISA MARTINS XIMENES SOUSA
ID_L_001714	FRANSUEL SOARES GOIS	1996-01-27	M	UBIRANILDA SILVA SOARES
ID_L_005640	RENACIR SILVA MODESTO	1998-06-08	M	LIDIAN RODRIGUES SILVA
ID_noise_000332	SADRACK SOUZA HERNANDES	2004-01-11	M	MAGNARIA CRESPO SOUZA
ID_noise_000436	AMAZONITA GARCIA QUARTEIRA	2005-02-15	F	TANAIARA SOUSA GARCIA
ID_L_008091	ONORINDA MOREIRA NOGUEIRA	1920-01-13	F	KEDINA CHAVES MOREIRA
ID_noise_000044	ORELINO GONZAGA	1986-12-11	M	GRACINEIA EVANGELISTA GONZAGA
ID_noise_000427	AJOSE JAQUES BELEM	1903-11-18	M	TARITA SALAZAR JAQUES
ID_L_005268	GILEARD CUNHA JESUS	1929-06-02	M	ZIZELE SOUZA CUNHA
ID_noise_000966	MIRASELVA ROCHA DA CRUZ	1937-01-25	F	FRANCIRLENE VASQUES ROCHA
ID_L_005972	SUZELI JESUS SOUSA	1998-02-01	F	JUVENILIA DA CRUZ JESUS
ID_L_005467	VECIO LACERDA BOTELHO	1927-03-17	M	GREICI GASPAR LACERDA
ID_L_005375	DANELZA SALAZAR QUARTEIRA	1924-06-14	F	AVANILDE AMARIM SALAZAR
ID_L_007583	CLAUDEVANDO AGOSTINHO DA COSTA	1998-05-01	M	MITCHELLY AGUIAR AGOSTINHO
ID_noise_000751	JOIS TEIXEIRA ALMADA RIBEIRO	1997-08-09	F	ALVANDINA PIRES GUEDES ALMADA
ID_noise_000712	SIRNANDE XIMENES CORTES	1953-08-16	M	OCLESIA ESCOBAR XIMENES
ID_noise_000570	IVAILSON CURADO FOGACA	2008-02-22	M	EDILDE VELOSO ALMADA VASQUES
ID_L_002445	HILDEGARDES GONCALVES CAMPOS	1959-03-16	F	AGLAIDES ALENCASTRO GONCALVES
ID_noise_000303	MOMOE DA ROCHA PEREIRA	2016-07-01	F	REIJANE ASSIS DA ROCHA
ID_noise_000247	NERILDES SOUSA SOUZA ALEGRIA	1905-11-09	F	CLAUDECIRA CURADO QUARESMA SOUZA
ID_L_005058	JOSILETE JESUS ESTEVES	1916-10-03	F	DARVINA RIBEIRO JESUS
ID_noise_000474	EDONILSON CURADO RIBEIRO GASPAR	1983-03-17	M	JOSUENE GONCALVES PARAISO
ID_L_005021	ORANICE PACHECO PACHECO	1974-01-01	F	MAXIMIRA DA CONCEICAO PACHECO
ID_noise_000472	NIVAN GOMES JESUS	1925-05-02	M	IRACILDES PEREIRA GOMES
ID_L_006283	ALCIONEIA FERRARI SOUSA	2003-08-21	F	VATUSI FERRARI
ID_L_007544	JOSEAS PACHECO MOURA	1918-10-24	M	KEVILA CAMACHO PACHECO
ID_L_002628	ATILIANO BEIRAMAR PAIVA	2002-12-06	M	SONILDA SOUZA BEIRAMAR
ID_L_000926	ARISANGELA PINHEIRO CAMACHO	1966-12-21	F	JOICIELI GIL PINHEIRO
ID_noise_000682	NEURIDES FRUTUOSO SIQUEIRA	1971-12-11	F	LAURITA DA ROSA FRUTUOSO
ID_L_004101	ORDALICIA CARDOSO	1976-12-08	F	JALMIRA MEDEIROS CARDOSO
ID_noise_000371	KELIANI MARTINS GOMES	1974-10-01	M	KESLLEY NOGUEIRA MARTINS
ID_noise_000808	MAURINDO SOUSA RIBEIRO	1910-03-10	M	IEDES ROCHA SOUSA
ID_noise_000092	VANGLER DINIS PIRES	1944-09-09	M	CLEOMILDE GASPAR DINIS
ID_L_003897	DERBSON SILVA PARAISO	1946-01-16	M	ALCIDINA SOUZA SILVA
ID_noise_000013	LUZIO DA CRUZ MEIRELES	1942-05-15	M	LEDENICE AZAMBUJA DA CRUZ
ID_L_007462	CARLO FLORES	1918-02-04	M	RAIANI VARGAS FLORES
ID_noise_000694	LEUDI DA CRUZ MAIA DA ROCHA	1955-05-16	M	SINAMARA DA CONCEICAO TRINDADE MAIA
ID_L_000901	DARLINDO ALEGRIA GENTIL	1960-09-07	M	LANUSSE PARAISO ALEGRIA
ID_L_007957	TAMERA ANDRADE TAVARES	1924-01-23	F	ROSENISE ALVES ANDRADE
ID_L_007299	WERLENE AMORIM RIBEIRO	1967-03-11	F	ALDIRA SILVA AMORIM
ID_L_004757	NORMELHA VARELA MORAIS	2009-07-15	F	ISSA VARELA
ID_noise_000089	ACIOLI ANDRADE MARINHO	1998-09-17	M	WILI ESPINOSA ANDRADE
ID_L_009661	OSNIL GODINHO VELOSO	1970-09-11	M	RAUENA REZENDE GODINHO
ID_L_004682	KERMAN BONFIM PORTELA	1910-02-17	M	JUDINETE GUEDES BONFIM
ID_L_004246	HATSUKO SILVA VIEIRA SAMPAIO	1985-07-08	F	CREODETE ASSUNCAO ARAUJO VIEIRA
ID_noise_000191	JAMILDO BRITO SOUZA	1998-03-15	M	ROSIVANGELA ARRUDA BRITO
ID_noise_000774	MIRAILDES DA ROSA ZANETTE CASTRO	1957-06-26	F	LARISI MOURA XISCO ZANETTE
ID_noise_000341	RUTINEA BARRETO LACERDA	1936-04-18	F	WESLA NOVAES BARRETO
ID_noise_000294	CENIRO PACHECO CAETANO	1958-12-20	M	EUDIMARA BRITO PACHECO
ID_noise_000673	ALQUIRIA RIBEIRA PEIXOTO	1919-07-22	F	ETEFANIA EZCOBAR RIBEIRO
ID_L_000552	GAUDENCIO PILAR FIGUEIROA	1929-02-26	M	REGINEIDE BERNARDES PILAR
ID_noise_000650	IONAN GALVAO SOUSA	1973-10-09	M	GILDAIANE TAVARES GALVAO
ID_noise_000891	AISAMAQUE DAVILA SOUSA	1948-09-03	M	IUNARA SOUSA DAVILA
ID_L_006112	NANCIRA BOAVENTURA CALDEIRA DA CUNHA	1957-02-25	F	NEA GOMES OURIQUE CALDEIRA
ID_noise_000602	OSTIANO MALDONADO MODESTO	2015-02-05	M	LOIVACI GOIS MALDONADO
ID_L_003581	RAINAIRA PARAISO DA COSTA MAGALHAES	1969-01-15	F	REGIARA NOGUEIRA HIPOLITO DA COSTA
ID_noise_000777	NILZANA CUSTODIO ALMEIDA	1945-10-05	F	SAMERA MOURA CUSTODIO
ID_L_005428	ISMAEL RODRIGUES SOUSA	2012-08-17	M	LUDIMARA VARGAS RODRIGUES
ID_noise_000409	RICARLOS TORRES	1985-01-26	M	ALFELIA CALIXTO TORRES
ID_L_007746	ALCIMERE DA ROCHA IBRAHIM	1995-02-06	F	JANAIA ARAGAO DA ROCHA
ID_L_001542	MARNE CAVALCANTI ORNELAS	2003-09-10	M	VALDELINE SUBTIL CAVALCANTI
ID_L_002586	DEIDIVAN GOMES CORTES	1922-12-18	M	ISLANE SUBTIL GOMES
ID_noise_000279	MARIANINA PARIS DA ROCHA	1971-12-12	F	EUZIRA ALVES PARIS
ID_noise_000512	ROGERIS PIMENTA MUNIZ	1969-02-27	M	CLEIDNA SOUSA PIMENTA
ID_noise_000201	WALMIRA OURIQUE SOARES	1982-05-24	F	GREISIANE XISCO OURIQUE
ID_noise_000739	SULIVA DORNELES VARGAS QUARESMA	2013-02-09	M	LENUZIA JESUS SANTANA VARGAS
ID_L_006871	WINDSON ARRUDA MARQUES	2015-09-23	M	LUCEMARA DA LUZ ARRUDA
ID_noise_000568	WIGINA CAPELO NUNES	1981-10-08	F	ODAIA CARVALHO CAPELO
ID_noise_000989	ROSEMILTON MEDEIROS SALGADO MEIRELES	1939-02-26	M	JANESCLEIA CONCEICAO GODINHO SALGADO
ID_L_008471	RANCISCO CORTE REAL MOURA	1941-04-22	M	VIRLANI MARQUES CORTE REAL
ID_noise_000490	DESIRE GONCALVES BARRETO	2011-01-06	F	CIRMA CARVALHO GONCALVES
ID_L_005822	AZILDO GUEDES	1903-06-20	M	ALDINAIR LIMA GUEDES
ID_L_002322	EVERCINO SIQUEIRA GIL ALVIM	1991-04-28	M	GIANINA DAS NEVES DINIS GIL
ID_L_005866	OCIREMA DIAS CAVALCANTE	2011-05-11	F	URSULLA FOGACA DIAS
ID_noise_000099	ANTUZA SILVA BELCHIOR	1901-04-12	F	RANIELLY PAIVA SILVA
ID_L_008852	GRACILENE ZANETTE GOUVEIA	1987-03-02	F	DEUSDITE SILVA ZANETTE
ID_noise_000344	ALLESON CAVALCANTI BARBOSA	1948-07-04	M	LASLA CUSTODIO CAVALCANTI
ID_noise_000667	NEURIETE NASCIMENTO FRUTUOSO	1915-09-22	F	NATARCIA MEIRELES NASCIMENTO
ID_noise_000370	JOANACI DOMINGUES OPES	1931-02-13	F	URCULA ANTUNES DOMINGUES
ID_L_001997	JUVENTIL PADILHA MAIA	2015-05-25	M	GEDEANA GONZAGA PADILHA
ID_L_003371	MASAHIKO SALGADO CARVALHO GONCALVES	1914-07-12	M	ANETA MEDEIROS ALMADA CARVALHO
ID_noise_000518	DJAKSON RIBEIRO JESUS	1907-08-15	M	NAIRENE TORRES RIBEIRO
ID_L_006659	DIRCE MORGADO CAMPOS BEIRAMAR	1974-01-15	F	TITANIA CALIXTO ESCOBAR CAMPOS
ID_noise_000007	SINELIO FERNANDES	1990-04-02	M	JACQUELLINE DAMASIO FERNANDES
ID_noise_000865	LAZARA GODINHO FOGACA TRINDADE	1989-09-02	F	ERNANDA LANCASTRE MELLO FOGACA
ID_L_000610	NEURIDES ALBUQUERQUE PERALTA	1907-03-20	F	DELORME CAMPOS ALBUQUERQUE
ID_noise_000080	AZAFI SOUZA MACIEL	1910-12-17	M	NIUANE CAMILO SOUZA
ID_L_001089	AUZIRO APARICIO XAVIER	2019-07-15	M	DANA VIDAL APARICIO
ID_L_006775	VERONDINO JAQUES SILVA	1947-08-21	M	IRVANA MARINHO JAQUES
ID_L_004200	ADEVANIR ANTUNES TAVEIRA BOTELHO	1921-07-20	F	VIDELMA MENDES PIRES TAVEIRA
ID_L_009364	EDMARDO ALMEIDA CORTE REAL	1975-11-27	M	MOSEANE PORTO ALMEIDA
ID_noise_000724	ELISIA SIQUEIRA PILAR	1972-03-25	M	JUCIELE AGOSTINHO SIQUEIRA
ID_noise_000531	DEUSELINA JORDAO SIQUEIRA	1946-04-13	F	TAMIRES CRESPO JORDAO
ID_noise_000945	HADEJA SOUSA ZAGALO	1915-10-26	M	REMIRA JESUS SOUSA
ID_noise_000127	EFIGENIA GOMES LANCASTRE	2008-05-14	F	CILVANETE DAS NEVES GOMES
ID_L_001881	MAXCILIANO AGUIAR FIGUEIREDO BONFIM	1967-01-20	M	MAURINETE JORDAO CASTRO FIGUEIREDO
ID_L_000061	GIUCINEIA DA ROCHA	1942-05-06	F	ERNESTINA SALAZAR DA ROCHA
ID_noise_000146	ENDRIELI HIPOLITO	2005-03-20	F	CEDOLINA SOUZA HIPOLITO
ID_L_000138	FLANIO AMORIM MELO	1927-09-10	M	ELIONAIDE AMORIM AMORIM
ID_noise_000185	ADALTINA CASTRO MUNIZ	1949-12-20	F	ALDENILZA BERNARDES CASTRO
ID_L_002688	VADINHO DINIS ZAGANELLI	1981-08-13	M	NEDILA VELOSO DINIS
ID_noise_000319	SANGER CARDOSO MELLO	1935-12-22	M	IZETI MONTEIRO CARDOSO
ID_L_009838	ALLESSANDRO SOUSA DA CUNHA	1966-09-04	M	JURANILDES BARROS SOUSA
ID_L_007000	JARDIA CARDOSO GONZAGA	1955-08-09	F	DORVALINA SOUZA CARDOSO
ID_L_003204	CEMILTON APARICIO ALVES	1905-12-18	M	VERUZA CASTRO APARICIO
ID_L_009677	YOVANA ALENCASTRO JESUS	1991-02-20	F	FLORIENE RAMOS ALENCASTRO
ID_L_003477	IRANA LACERDA FRUTUOSO	1927-04-19	F	SINAMOR COSTA LACERDA
ID_L_001379	ISMAIQUE TAVARES GENTIL GALVAO	1934-11-01	M	RAIRENE DUARTE DOMINGUES GENTIL
ID_L_009289	TIEGO JESUS CAMPOS MORGADO	1948-06-21	M	ELIZETA SOUSA BRITO CAMPOS
ID_noise_000477	UINDSON NOGUEIRA SOUZA	2006-12-01	M	GRACILUCIA VARGAS NOGUEIRA
ID_L_004092	EDINAMARA GASPAR BEIRAMAR PARIS	2005-05-19	F	ACINTIA GOUVEIA FRUTUOSO BEIRAMAR
ID_L_005340	LOIVA DAS NEVES MAIA	1941-06-25	F	DEISEANE CASTRO DAS NEVES
ID_L_004869	TANIAMAR SILVA	2002-09-09	F	SISLENE MORGADO SILVA
ID_L_001692	MARIMI ARRUDA BOAVENTURA	2013-06-04	F	GISONITA MELLO ARRUDA
ID_noise_000741	EDMACIA VEIGA MELO	1989-05-21	F	NAIANE ANDRADE VEIGA
ID_L_006021	CLAUDIELMA MARTINS TRINDADE	1998-06-11	F	MARINELE DIAS MARTINS
ID_noise_000705	FABILEIDE VEIGA	1979-02-13	F	FABICIANA OLIVEIRA VEIGA
ID_noise_000737	VIDIGAL PEREIRA SILVA	1991-11-17	M	ORLANEIDE DA CUNHA PEREIRA
ID_L_008757	JETRO VILELA MALDONADO	1902-08-03	M	MARJURI CORTE REAL VILELA
ID_noise_000881	EDILTA FERNANDES ESCOBAR	1952-03-17	F	EDIVANIA CAPELO FERNANDES
ID_L_007343	ELENIUDES MESQUITA SILVA	2003-08-03	F	ESTENIA PEREIRA MESQUITA
ID_noise_000207	GERONIMO ALMADA CASTRO	1989-09-18	M	JOCENARA ALMEIDA ALMADA
ID_noise_000686	MAXEANA SANCHES SOUZA OLIVEIRA	2005-10-01	F	WERLANDIA DANTAS LIMA SOUZA
ID_noise_000979	NICANDRO DA CRUZ RAMIRES	2018-08-13	M	NELISE CORTES DA CRUZ
ID_L_006626	MAYKELL ESTEVES BARBOSA SOUZA	1918-01-23	M	PAMELA DAS NEVES CURADO BARBOSA
ID_noise_000285	JARETE RIBEIRO TEIXEIRA	2010-02-15	F	SUSAN CUNHA RIBEIRO
ID_L_005015	IZETE GUIMARAES BELEM	2001-12-15	F	MAITANA VEIGA GUIMARAES
ID_L_008639	ITALOEMA SANTANA CALIXTO	2000-02-04	F	LINDINAUVA GUTERRES SANTANA
ID_L_005837	JANESSON BOTELHO NOBREGA	1974-01-24	M	NEIDIJANE BOTELHO
ID_noise_000521	ARISTIANE OLIVEIRA QUARESMA	2007-09-22	F	LUDINALVA MENEZES OLIVEIRA
ID_L_007650	CIRINEO ESPINOSA NOGUEIRA	1900-12-07	M	ROS ORNELAS ESPINOSA
ID_L_003020	DORES SOUSA	1971-06-17	M	VERANIA DA LUZ SOUSA
ID_noise_000158	RICHELMA SILVEIRA ALMADA	1911-06-19	F	ZUMERINDA SANCHES SILVEIRA
ID_L_008447	KADU GOIS FRUTUOSO	1953-04-05	M	CARDIANE SOUSA GOIS
ID_L_008272	SANIELI MORGADO MENDES	1956-12-04	F	VALDINELE TELES MORGADO
ID_L_002343	AMAIRA APOLINARIO ESCOBAR	1970-12-27	F	TITA RIBEIRO APOLINARIO
ID_noise_000895	WENDREO SILVA CONCEICAO	1941-11-04	M	EURIPA ALMADA SILVA
ID_noise_000726	GISLLENE CARVALHO IBRAHIM	1964-02-04	F	IRENISE OURIQUE CARVALHO
ID_L_005772	ANGELIEL PILAR ASSUNCAO SILVA	1968-06-20	F	CLEENE VELOSO FIGUEIROA ASSUNCAO
ID_noise_000538	JAIMINA LESSA OLIVEIRA	2012-01-05	F	GEISSIANA CARVALHO LESSA
ID_noise_000194	GIDELCIO HIPOLITO BARBOSA	2005-01-09	M	MARIVAINE TAVEIRA HIPOLITO
ID_noise_000273	WARNER CAMILO ESTEVES	2000-11-11	M	FIORINDA GALVAO CAMILO
ID_L_006058	AISSE CALIXTO SUBTIL LEIRIA	1992-06-01	F	EMARA MEIRELES CORDOBA SUBTIL
ID_noise_000858	WICKSON DA MOTA ROCHA	2013-06-04	M	EMILIANE FREITAS DA MOTA
ID_L_008799	ANTEIA NOGUEIRA ASSIS	2006-07-18	F	MITCHELLY SALES NOGUEIRA
ID_L_007010	MARINEA IBRAHIM GUEDES CALIXTO	2216-12-12	F	VALDILEIDE CAVALCANTE ALVIM GUEDES
ID_L_008870	COIMBRA CAMPOS MENDES	2002-07-09	M	YOKO NOVAIS CAMPOS
ID_L_009170	FELICISSIMO DOS REIS PERES	1931-12-17	M	SEVERA MAGALHAES DOS REIS
ID_L_000774	ALANDSON DA COSTA MUNIZ	1913-12-12	M	LUCIGLEICE COSTA DA COSTA
ID_noise_000822	ROSEMARIE FERNANDES	1982-01-12	F	NAIELI MENDES FERNANDES
ID_noise_000757	DOMIRA TEIXEIRA GOULART	2004-11-18	F	JOICENEIDE TORRES TEIXEIRA
ID_noise_000792	INGRETE APOLINARIO SALAZAR	1954-06-15	F	MARIJA CORTE REAL APOLINARIO
ID_noise_000748	ELIAB SILVA MONTEIRO	1902-09-15	F	CEDIR PINTO SILVA
ID_L_007718	JOSIMAS TORRES GOUVEIA	1937-05-13	M	SENHORIA CASTRO TORRES
ID_noise_000130	ERILIO PEIXOTO MEDEIROS	1906-08-07	M	EUZIMARA MONTEIRO PEIXOTO
ID_L_008104	ESTEFESSON VIANA NOGUEIRA	1918-07-19	M	CLENILSE VIANA
ID_L_008693	ELIGELSON LESSA XISCO	1922-05-28	M	SITANIA CHAVES LESSA
ID_L_004715	ANIVALDO MENEZES	1942-05-27	M	JUSCELINE VASCONCELOS MENEZES
ID_L_004161	MARIESTER SIQUEIRA BAPTISTA	1913-08-27	F	LIGIA EVANGELISTA SIQUEIRA
ID_L_001258	ORNELENA PIRES GODINHO	2010-07-04	F	JOCIMARIA REBELO PIREZ
ID_noise_000288	SANDRAMAR FLORES VEIGA	1909-09-28	F	NANTILDE RAMOS FLORES
ID_noise_000027	OTILDES CORTE REAL CAMILO	1928-03-17	F	SHELDA CONCEICAO CORTE REAL
ID_L_007030	DENILDON XISCO BARRETO	1932-08-01	M	MIRLEIA REBELO XISCO
ID_noise_000654	EITI ZAGANELLI MAIA	1968-08-21	M	DEIRDRE ZAGANELLI
ID_L_003058	FABRISSA FIGUEIREDO PINHEIRO	1913-02-22	F	IORIDES CURADO FIGUEIREDO
ID_noise_000553	YOSHIKO TORRES ALVIM VEIGA	2018-09-10	F	IANCA FIGUEIREDO CARDOSO ALVIM
ID_L_001947	AUREOMAR GERALDES MENDES TORRES	1996-09-09	M	DIRCILEIA MORAIS CURADO MENDES
ID_L_003553	RAFI ALEGRIA BELCHIOR	1976-04-23	M	DANICE ALEGRIA
ID_L_003168	ADEDINO MOURA MENEZES	1900-03-01	M	TEREZITA VASCONCELOS MOURA
ID_L_002227	LUDMILLY ARRUDA PARAISO BONFIM	2007-10-18	F	ANIRES LEIRIA EVANGELISTA PARAISO
ID_L_006830	FLADEMIR SOUZA DA CONCEICAO	2018-06-15	M	JARDETE ILHA SOUZA
ID_noise_000941	JADISMAR GOMES APOLINARIO	1930-05-04	M	VERONIVA DA ROSA GOMES
ID_L_006535	SILVANICE LIMA DIAS	1642-04-10	F	ERONIZA ESTEVES LIMA
ID_L_008950	DJALMA PEIXOTO SOUZA	1997-07-24	F	IDELMARIA BRITO JORDAO
ID_noise_000606	MARAJOARA CASTRO COSTA	1954-12-27	F	SCHIRLENE MUNIZ CASTRO
ID_L_007715	HEGEL DOMINGUES DA LUZ	1919-02-08	M	MAXIMINA DIAS DOMINGUES
ID_L_007500	DEVENTINO SOUSA OLIVEIRA	1917-05-28	M	BRIGITE BERNARDES SOUSA
ID_noise_000283	MAIELEN CAMACHO SILVEIRA	1903-03-14	F	LEOVIL SOUSA CAMACHO
ID_L_009850	INGRET MENDES XISCO	1917-02-06	F	ENIEDJA SOUZA MENDES
ID_noise_000064	VALCIENE SOUZA TELES	1961-08-10	F	ODINA MEIRELES SOUZA
ID_L_008778	DORIELISON RODRIGUES MARTINS	1974-07-25	M	SURIA DA RODRIGUES
ID_L_004054	ELZILAINE FERRARI SOUSA	1907-05-28	F	LUZINETE HILARIO FERRARI
ID_L_006085	IREU GUIMARAES ALENCASTRO	1957-11-25	M	CLENISSE HERNANDES GUIMARAES
ID_noise_000291	ARTIME CONCEICAO GOMES	1993-03-24	M	EMILIS COSTA CONCEICAO
ID_noise_000145	IDARIO FELIX INFANTE	1937-02-06	M	TAMARIS ALEGRIA FELIX
ID_noise_000151	ONICE BARBOSA ZAGANELLI	1928-03-09	F	MARINADJA DA MATA BARBOSA
ID_noise_000717	ZEMIRO DA ROCHA MARQUES	1988-04-06	M	DELISANGELA TRINDADE DA ROCHA
ID_noise_000749	JUSSILANE ANTUNES SILVA	2007-09-12	F	LAIRANA PEIXOTO ANTUNES
ID_noise_000103	KISS CAMILO MACHADO	1901-11-22	F	NEDILA DAMASIO CAMILO
ID_noise_000535	JUVANDIRA VILELA SOARES	1961-07-07	F	ADESIA MUNIZ VILELA
ID_L_006900	JOARLEI MONTEIRO PERES	1924-01-26	M	POSSIDONIA AGUIAR MONTEIRO
ID_noise_000031	JUCINEA DUARTE MARTINS	1924-10-11	F	MARCLEANE VIANA DUARTE
ID_noise_000857	EDRIZIO PERALTA XIMENES SOUSA	1926-10-14	M	SAMARIS ZANETTE NOVAIS XIMENES
ID_L_000281	GRACILEIA CALIXTO CALIXTO	2016-09-04	F	JANEMARY CALIXTO
ID_noise_000330	CHIU GONZAGA CAETANO	1951-05-11	F	FRANCILAURA SANTOS GONZAGA
ID_noise_000507	SIMONIQUE SILVA PARAISO	1973-06-04	F	UBERLANDIA NUNES SILVA
ID_L_000793	CLAUDIVANIA BARROS ILHA	1964-06-27	F	IRACELES ZANETTE BARROS
ID_noise_000131	ONORIVAL SILVA APOLINARIO	1982-08-06	M	CARMILE CAVALCANTE SILVA
ID_L_007791	VONINHO DUARTE VIEIRA	1967-04-06	M	VANDETE MARTINS DUARTE
ID_noise_000137	POLICARPO DA CONCEICAO DA ROCHA	1996-04-16	M	ALDEVINA PARAISO DA CONCEICAO
ID_L_009949	CLONICE GOMES TAVARES	1947-09-18	F	AMNE DA CRUZ GOMES
ID_noise_000327	JUNIELI DUARTE SILVA	1970-06-07	F	LUCICLAUDIA CHAVES DUARTE
ID_noise_000578	RIK CALDEIRA SOUSA	1959-01-27	M	ADEITA MENEZES CALDEIRA
ID_noise_000110	JODITE PERES SOUSA	1954-05-20	F	KAUENA PORTELA PERES
ID_L_000719	CEMA CALDEIRA SILVA	2017-02-27	M	CIRLANDIA FELIX CALDEIRA
ID_L_000009	VACILIO DOS REIS	1972-03-25	M	JOSVANIA MARTINS DOS REIS
ID_noise_000923	JUSSELI MORGADO PERES	1965-10-25	M	FIRMIANA SOUZA MORGADO
ID_L_000800	JONISE RIBEIRO MONTEIRO	1907-10-02	F	TAMIRI SIQUEIRA ALBUQUERQUE
ID_L_008739	VERENILDE COSTA PORTO	1906-04-03	F	MARNUBIA QUARTEIRA COSTA
ID_L_006611	LUIZA SOUSA RIBEIRO	1972-01-19	F	MARIVONETE INFANTE SOUSA
